Date,Opp,points,pitcher,code,Dec_1,DR_1,H_1,ER_1,BB_1,SO_1,HR_1,HBP_1,FIP_1,Outs_1,points_1,QS_1,bucket_1,Dec_5,DR_5,H_5,ER_5,BB_5,SO_5,HR_5,HBP_5,FIP_5,Outs_5,points_5,QS_5,bucket_5,Dec_all,DR_all,H_all,ER_all,BB_all,SO_all,HR_all,HBP_all,FIP_all,Outs_all,points_all,QS_all,bucket_all,bucket
2023-08-13,SEA,15,Kyle Bradish,bradiky01,0.0,4.0,3.0,0.0,5.0,5.0,0.0,1.0,3.77,14.0,10.0,0.0,0<.<=10,0.0,5.2,4.6,2.0,2.0,5.6,0.8,0.4,3.604,19.0,13.6,0.6,10<.<=20,0.05,5.25,4.9,2.05,1.6,5.25,0.6,0.3,3.8694999999999995,17.1,11.6,0.55,10<.<=20,10<.<=20
2023-08-20,OAK,25,Kyle Bradish,bradiky01,0.0,6.0,5.0,2.0,1.0,7.0,0.0,0.0,3.65,18.0,15.0,1.0,10<.<=20,-0.2,4.6,5.0,2.4,2.0,5.4,0.8,0.2,3.646,18.2,11.0,0.6,10<.<=20,0.047619047619047616,5.285714285714286,4.904761904761905,2.0476190476190474,1.5714285714285714,5.333333333333333,0.5714285714285714,0.2857142857142857,3.859047619047619,17.142857142857142,11.761904761904763,0.5714285714285714,10<.<=20,20<.<=30
2023-08-26,COL,18,Kyle Bradish,bradiky01,1.0,6.0,2.0,0.0,1.0,8.0,0.0,1.0,3.55,18.0,25.0,1.0,20<.<=30,0.2,5.0,4.2,2.0,2.0,6.0,0.6,0.4,3.658,18.2,14.2,0.6,10<.<=20,0.09090909090909091,5.318181818181818,4.7727272727272725,1.9545454545454546,1.5454545454545454,5.454545454545454,0.5454545454545454,0.3181818181818182,3.8449999999999993,17.181818181818183,12.363636363636363,0.5909090909090909,10<.<=20,10<.<=20
2023-09-02,ARI,15,Kyle Bradish,bradiky01,1.0,5.0,6.0,2.0,1.0,8.0,0.0,0.0,3.44,18.0,18.0,1.0,10<.<=20,0.6,5.2,4.0,1.4,1.8,7.0,0.4,0.4,3.6260000000000003,17.8,17.6,0.8,10<.<=20,0.13043478260869565,5.304347826086956,4.826086956521739,1.9565217391304348,1.5217391304347827,5.565217391304348,0.5217391304347826,0.30434782608695654,3.8273913043478256,17.217391304347824,12.608695652173912,0.6086956521739131,10<.<=20,10<.<=20
2023-09-08,BOS,22,Kyle Bradish,bradiky01,1.0,6.0,4.0,2.0,3.0,6.0,0.0,1.0,3.44,18.0,15.0,1.0,10<.<=20,0.6,5.4,4.0,1.2,2.2,6.8,0.0,0.6,3.5699999999999994,17.2,16.6,0.8,10<.<=20,0.16666666666666666,5.333333333333333,4.791666666666667,1.9583333333333333,1.5833333333333333,5.583333333333333,0.5,0.3333333333333333,3.81125,17.25,12.708333333333334,0.625,10<.<=20,20<.<=30
2023-04-12,CLE,2,Clarke Schmidt,schmicl01,0.0,5.0,5.0,4.0,3.0,3.0,0.0,0.0,6.56,10.0,-3.0,0.0,-10<.<=0,0.0,5.0,5.0,4.0,3.0,3.0,0.0,0.0,6.56,10.0,-3.0,0.0,-10<.<=0,0.0,5.0,5.0,4.0,3.0,3.0,0.0,0.0,6.56,10.0,-3.0,0.0,-10<.<=0,0<.<=10
2023-04-18,LAA,-2,Clarke Schmidt,schmicl01,0.0,4.0,6.0,3.0,1.0,3.0,1.0,0.0,6.26,12.0,2.0,0.0,0<.<=10,0.0,4.5,5.5,3.5,2.0,3.0,0.5,0.0,6.41,11.0,-0.5,0.0,-10<.<=0,0.0,4.5,5.5,3.5,2.0,3.0,0.5,0.0,6.41,11.0,-0.5,0.0,-10<.<=0,-10<.<=0
2023-04-23,TOR,18,Clarke Schmidt,schmicl01,-1.0,5.0,6.0,4.0,0.0,5.0,1.0,1.0,5.91,11.0,-2.0,0.0,-10<.<=0,-0.3333333333333333,4.666666666666667,5.666666666666667,3.6666666666666665,1.3333333333333333,3.6666666666666665,0.6666666666666666,0.3333333333333333,6.243333333333333,11.0,-1.0,0.0,-10<.<=0,-0.3333333333333333,4.666666666666667,5.666666666666667,3.6666666666666665,1.3333333333333333,3.6666666666666665,0.6666666666666666,0.3333333333333333,6.243333333333333,11.0,-1.0,0.0,-10<.<=0,10<.<=20
2023-04-28,TEX,-2,Clarke Schmidt,schmicl01,-1.0,4.0,3.0,0.0,1.0,8.0,2.0,0.0,5.81,17.0,18.0,0.0,10<.<=20,-0.5,4.5,5.0,2.75,1.25,4.75,1.0,0.25,6.135,12.5,3.75,0.0,0<.<=10,-0.5,4.5,5.0,2.75,1.25,4.75,1.0,0.25,6.135,12.5,3.75,0.0,0<.<=10,-10<.<=0
2023-05-03,CLE,9,Clarke Schmidt,schmicl01,-1.0,4.0,10.0,5.0,1.0,8.0,1.0,1.0,5.42,15.0,-2.0,0.0,-10<.<=0,-0.6,4.4,6.0,3.2,1.2,5.4,1.0,0.4,5.992,13.0,2.6,0.0,0<.<=10,-0.6,4.4,6.0,3.2,1.2,5.4,1.0,0.4,5.992,13.0,2.6,0.0,0<.<=10,0<.<=10
2023-05-09,OAK,17,Clarke Schmidt,schmicl01,0.0,4.0,6.0,0.0,2.0,4.0,0.0,0.0,5.03,13.0,9.0,0.0,0<.<=10,-0.6,4.2,6.2,2.4,1.0,5.6,1.0,0.4,5.686,13.6,5.0,0.0,0<.<=10,-0.5,4.333333333333333,6.0,2.6666666666666665,1.3333333333333333,5.166666666666667,0.8333333333333334,0.3333333333333333,5.831666666666667,13.0,3.6666666666666665,0.0,0<.<=10,10<.<=20
2023-05-14,TBR,-7,Clarke Schmidt,schmicl01,1.0,5.0,5.0,2.0,2.0,7.0,1.0,0.0,4.87,18.0,17.0,1.0,10<.<=20,-0.4,4.4,6.0,2.2,1.2,6.4,1.0,0.4,5.408,14.8,8.0,0.2,0<.<=10,-0.2857142857142857,4.428571428571429,5.857142857142857,2.5714285714285716,1.4285714285714286,5.428571428571429,0.8571428571428571,0.2857142857142857,5.694285714285714,13.714285714285714,5.571428571428571,0.14285714285714285,0<.<=10,-10<.<=0
2023-05-19,CIN,13,Clarke Schmidt,schmicl01,-1.0,4.0,6.0,7.0,3.0,5.0,0.0,0.0,4.66,14.0,-7.0,0.0,-10<.<=0,-0.4,4.2,6.0,2.8,1.8,6.4,0.8,0.2,5.158,15.4,7.0,0.2,0<.<=10,-0.375,4.375,5.875,3.125,1.625,5.375,0.75,0.25,5.5649999999999995,13.75,4.0,0.125,0<.<=10,10<.<=20
2023-05-25,BAL,7,Clarke Schmidt,schmicl01,1.0,4.0,5.0,2.0,2.0,6.0,0.0,0.0,4.37,15.0,13.0,0.0,10<.<=20,0.0,4.2,6.4,3.2,2.0,6.0,0.4,0.2,4.87,15.0,6.0,0.2,0<.<=10,-0.2222222222222222,4.333333333333333,5.777777777777778,3.0,1.6666666666666667,5.444444444444445,0.6666666666666666,0.2222222222222222,5.432222222222221,13.88888888888889,5.0,0.1111111111111111,0<.<=10,0<.<=10
2023-05-31,SEA,20,Clarke Schmidt,schmicl01,-1.0,5.0,5.0,1.0,2.0,4.0,0.0,0.0,4.22,15.0,7.0,0.0,0<.<=10,0.0,4.4,5.4,2.4,2.2,5.2,0.2,0.0,4.63,15.0,7.8,0.2,0<.<=10,-0.3,4.4,5.7,2.8,1.7,5.3,0.6,0.2,5.310999999999999,14.0,5.2,0.1,0<.<=10,10<.<=20
2023-06-06,CHW,3,Clarke Schmidt,schmicl01,0.0,5.0,3.0,0.0,1.0,7.0,0.0,0.0,3.92,17.0,20.0,0.0,10<.<=20,0.0,4.6,4.8,2.4,2.0,5.8,0.2,0.0,4.4079999999999995,15.8,10.0,0.2,0<.<=10,-0.2727272727272727,4.454545454545454,5.454545454545454,2.5454545454545454,1.6363636363636365,5.454545454545454,0.5454545454545454,0.18181818181818182,5.184545454545454,14.272727272727273,6.545454545454546,0.09090909090909091,0<.<=10,0<.<=10
2023-06-11,BOS,14,Clarke Schmidt,schmicl01,-1.0,5.0,6.0,3.0,0.0,1.0,2.0,1.0,4.29,18.0,3.0,1.0,0<.<=10,-0.4,4.6,5.0,2.6,1.6,4.6,0.4,0.2,4.292,15.8,7.2,0.2,0<.<=10,-0.3333333333333333,4.5,5.5,2.5833333333333335,1.5,5.083333333333333,0.6666666666666666,0.25,5.109999999999999,14.583333333333334,6.25,0.16666666666666666,0<.<=10,10<.<=20
2023-06-18,BOS,5,Clarke Schmidt,schmicl01,0.0,4.0,4.0,1.0,0.0,4.0,1.0,0.0,4.29,16.0,14.0,0.0,10<.<=20,-0.2,4.6,4.6,1.4,1.0,4.4,0.6,0.2,4.218,16.2,11.4,0.2,10<.<=20,-0.3076923076923077,4.461538461538462,5.384615384615385,2.4615384615384617,1.3846153846153846,5.0,0.6923076923076923,0.23076923076923078,5.046923076923077,14.692307692307692,6.846153846153846,0.15384615384615385,0<.<=10,0<.<=10
2023-06-23,TEX,11,Clarke Schmidt,schmicl01,0.0,6.0,5.0,2.0,3.0,3.0,0.0,0.0,4.26,14.0,5.0,0.0,0<.<=10,-0.4,5.0,4.6,1.4,1.2,3.8,0.6,0.2,4.196,16.0,9.8,0.2,0<.<=10,-0.2857142857142857,4.571428571428571,5.357142857142857,2.4285714285714284,1.5,4.857142857142857,0.6428571428571429,0.21428571428571427,4.990714285714286,14.642857142857142,6.714285714285714,0.14285714285714285,0<.<=10,10<.<=20
2023-06-29,OAK,8,Clarke Schmidt,schmicl01,0.0,4.0,6.0,0.0,1.0,3.0,0.0,1.0,4.19,16.0,11.0,0.0,10<.<=20,-0.2,4.8,4.8,1.2,1.0,3.6,0.6,0.4,4.1899999999999995,16.2,10.6,0.2,10<.<=20,-0.26666666666666666,4.533333333333333,5.4,2.2666666666666666,1.4666666666666666,4.733333333333333,0.6,0.26666666666666666,4.937333333333333,14.733333333333333,7.0,0.13333333333333333,0<.<=10,0<.<=10
2023-07-04,BAL,14,Clarke Schmidt,schmicl01,1.0,5.0,5.0,3.0,3.0,3.0,0.0,0.0,4.17,16.0,8.0,0.0,0<.<=10,0.0,4.8,5.2,1.8,1.4,2.8,0.6,0.4,4.24,16.0,8.2,0.2,0<.<=10,-0.1875,4.5625,5.375,2.3125,1.5625,4.625,0.5625,0.25,4.889375,14.8125,7.0625,0.125,0<.<=10,10<.<=20
2023-07-09,CHC,3,Clarke Schmidt,schmicl01,1.0,4.0,5.0,3.0,0.0,7.0,2.0,0.0,4.25,15.0,14.0,0.0,10<.<=20,0.4,4.6,5.0,1.8,1.4,4.0,0.6,0.2,4.232000000000001,15.4,10.4,0.0,10<.<=20,-0.11764705882352941,4.529411764705882,5.352941176470588,2.3529411764705883,1.4705882352941178,4.764705882352941,0.6470588235294118,0.23529411764705882,4.851764705882353,14.823529411764707,7.470588235294118,0.11764705882352941,0<.<=10,0<.<=10
2023-07-15,COL,20,Clarke Schmidt,schmicl01,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,4.22,2.0,3.0,0.0,0<.<=10,0.4,4.6,4.2,1.6,1.4,3.4,0.4,0.2,4.217999999999999,12.6,8.2,0.0,0<.<=10,-0.1111111111111111,4.5,5.055555555555555,2.2222222222222223,1.3888888888888888,4.555555555555555,0.6111111111111112,0.2222222222222222,4.816666666666666,14.11111111111111,7.222222222222222,0.1111111111111111,0<.<=10,10<.<=20
2023-07-21,KCR,9,Clarke Schmidt,schmicl01,1.0,5.0,3.0,2.0,1.0,8.0,1.0,1.0,4.19,18.0,20.0,1.0,10<.<=20,0.6,4.4,3.8,1.6,1.0,4.4,0.6,0.4,4.204,13.4,11.2,0.2,10<.<=20,-0.05263157894736842,4.526315789473684,4.947368421052632,2.210526315789474,1.368421052631579,4.7368421052631575,0.631578947368421,0.2631578947368421,4.7836842105263155,14.31578947368421,7.894736842105263,0.15789473684210525,0<.<=10,0<.<=10
2023-07-29,BAL,7,Clarke Schmidt,schmicl01,1.0,5.0,5.0,3.0,1.0,2.0,1.0,1.0,4.29,17.0,9.0,0.0,0<.<=10,0.8,4.6,3.6,2.2,1.0,4.2,0.8,0.4,4.224,13.6,10.8,0.2,10<.<=20,0.0,4.55,4.95,2.25,1.35,4.6,0.65,0.3,4.759,14.45,7.95,0.15,0<.<=10,0<.<=10
2023-08-03,HOU,9,Clarke Schmidt,schmicl01,1.0,7.0,5.0,3.0,1.0,2.0,1.0,1.0,4.38,15.0,7.0,0.0,0<.<=10,0.8,5.0,3.6,2.2,0.6,4.0,1.0,0.6,4.266,13.4,10.6,0.2,10<.<=20,0.047619047619047616,4.666666666666667,4.9523809523809526,2.2857142857142856,1.3333333333333333,4.476190476190476,0.6666666666666666,0.3333333333333333,4.740952380952381,14.476190476190476,7.904761904761905,0.14285714285714285,0<.<=10,0<.<=10
2023-08-08,CHW,18,Clarke Schmidt,schmicl01,0.0,4.0,4.0,2.0,1.0,4.0,0.0,1.0,4.31,15.0,9.0,0.0,0<.<=10,0.6,5.0,3.4,2.0,0.8,3.4,0.6,0.8,4.278,13.4,9.6,0.2,0<.<=10,0.045454545454545456,4.636363636363637,4.909090909090909,2.272727272727273,1.3181818181818181,4.454545454545454,0.6363636363636364,0.36363636363636365,4.721363636363637,14.5,7.954545454545454,0.13636363636363635,0<.<=10,10<.<=20
2023-08-14,ATL,-20,Clarke Schmidt,schmicl01,1.0,4.0,4.0,1.0,1.0,7.0,1.0,1.0,4.31,16.0,18.0,0.0,10<.<=20,0.8,5.0,4.2,2.2,1.0,4.6,0.8,1.0,4.295999999999999,16.2,12.6,0.2,10<.<=20,0.08695652173913043,4.608695652173913,4.869565217391305,2.217391304347826,1.3043478260869565,4.565217391304348,0.6521739130434783,0.391304347826087,4.7034782608695656,14.565217391304348,8.391304347826088,0.13043478260869565,0<.<=10,.<=-10
2023-08-20,BOS,15,Clarke Schmidt,schmicl01,-1.0,5.0,9.0,8.0,2.0,3.0,1.0,0.0,4.4,7.0,-20.0,0.0,.<=-10,0.4,5.0,5.4,3.4,1.2,3.6,0.8,0.8,4.337999999999999,14.0,4.6,0.0,0<.<=10,0.041666666666666664,4.625,5.041666666666667,2.4583333333333335,1.3333333333333333,4.5,0.6666666666666666,0.375,4.690833333333333,14.25,7.208333333333333,0.125,0<.<=10,10<.<=20
2023-08-26,TBR,14,Clarke Schmidt,schmicl01,0.0,5.0,4.0,2.0,2.0,8.0,1.0,0.0,4.37,17.0,15.0,0.0,10<.<=20,0.2,5.0,5.2,3.2,1.4,4.8,0.8,0.6,4.354,14.0,5.8,0.0,0<.<=10,0.04,4.64,5.0,2.44,1.36,4.64,0.68,0.36,4.678,14.36,7.52,0.12,0<.<=10,10<.<=20
2023-08-31,DET,6,Clarke Schmidt,schmicl01,-1.0,5.0,6.0,1.0,0.0,5.0,0.0,0.0,4.24,20.0,14.0,1.0,10<.<=20,-0.2,4.6,5.4,2.8,1.2,5.4,0.6,0.4,4.3260000000000005,15.0,7.2,0.2,0<.<=10,0.0,4.653846153846154,5.038461538461538,2.3846153846153846,1.3076923076923077,4.653846153846154,0.6538461538461539,0.34615384615384615,4.661153846153846,14.576923076923077,7.769230769230769,0.15384615384615385,0<.<=10,0<.<=10
2023-09-06,DET,17,Clarke Schmidt,schmicl01,0.0,4.0,6.0,3.0,3.0,7.0,1.0,0.0,4.26,14.0,6.0,0.0,0<.<=10,-0.2,4.6,5.8,3.0,1.6,6.0,0.8,0.2,4.316,14.8,6.6,0.2,0<.<=10,0.0,4.62962962962963,5.074074074074074,2.4074074074074074,1.3703703703703705,4.7407407407407405,0.6666666666666666,0.3333333333333333,4.646296296296296,14.555555555555555,7.703703703703703,0.14814814814814814,0<.<=10,10<.<=20
2023-04-20,BOS,-1,Kenta Maeda,maedake01,-1.0,5.0,8.0,4.0,0.0,3.0,1.0,0.0,3.44,18.0,2.0,0.0,0<.<=10,-1.0,5.0,8.0,4.0,0.0,3.0,1.0,0.0,3.44,18.0,2.0,0.0,0<.<=10,-1.0,5.0,8.0,4.0,0.0,3.0,1.0,0.0,3.44,18.0,2.0,0.0,0<.<=10,-10<.<=0
2023-04-26,NYY,-25,Kenta Maeda,maedake01,-1.0,9.0,1.0,1.0,1.0,0.0,1.0,0.0,4.64,6.0,-1.0,0.0,-10<.<=0,-1.0,7.0,4.5,2.5,0.5,1.5,1.0,0.0,4.04,12.0,0.5,0.0,0<.<=10,-1.0,7.0,4.5,2.5,0.5,1.5,1.0,0.0,4.04,12.0,0.5,0.0,0<.<=10,.<=-10
2023-06-28,ATL,5,Kenta Maeda,maedake01,-1.0,5.0,11.0,10.0,2.0,2.0,0.0,0.0,4.51,9.0,-25.0,0.0,.<=-10,-1.0,6.333333333333333,6.666666666666667,5.0,1.0,1.6666666666666667,0.6666666666666666,0.0,4.196666666666666,11.0,-8.0,0.0,-10<.<=0,-1.0,6.333333333333333,6.666666666666667,5.0,1.0,1.6666666666666667,0.6666666666666666,0.0,4.196666666666666,11.0,-8.0,0.0,-10<.<=0,0<.<=10
2023-07-04,KCR,27,Kenta Maeda,maedake01,-1.0,4.0,5.0,2.0,2.0,4.0,0.0,0.0,3.56,15.0,5.0,0.0,0<.<=10,-1.0,5.75,6.25,4.25,1.25,2.25,0.5,0.0,4.0375,12.0,-4.75,0.0,-10<.<=0,-1.0,5.75,6.25,4.25,1.25,2.25,0.5,0.0,4.0375,12.0,-4.75,0.0,-10<.<=0,20<.<=30
2023-07-14,OAK,1,Kenta Maeda,maedake01,1.0,5.0,3.0,1.0,1.0,9.0,1.0,0.0,3.44,21.0,27.0,1.0,20<.<=30,-0.6,5.6,5.6,3.6,1.2,3.6,0.6,0.0,3.918,13.8,1.6,0.2,0<.<=10,-0.6,5.6,5.6,3.6,1.2,3.6,0.6,0.0,3.918,13.8,1.6,0.2,0<.<=10,0<.<=10
2023-07-19,SEA,21,Kenta Maeda,maedake01,0.0,9.0,4.0,3.0,4.0,6.0,0.0,0.0,3.42,9.0,1.0,0.0,0<.<=10,-0.4,6.4,4.8,3.4,2.0,4.2,0.4,0.0,3.914,12.0,1.4,0.2,0<.<=10,-0.5,6.166666666666667,5.333333333333333,3.5,1.6666666666666667,4.0,0.5,0.0,3.8349999999999995,13.0,1.5,0.16666666666666666,0<.<=10,20<.<=30
2023-07-24,SEA,17,Kenta Maeda,maedake01,0.0,4.0,3.0,2.0,0.0,9.0,1.0,0.0,3.28,19.0,21.0,1.0,20<.<=30,-0.2,5.4,5.2,3.6,1.8,6.0,0.4,0.0,3.6420000000000003,14.6,5.8,0.4,0<.<=10,-0.42857142857142855,5.857142857142857,5.0,3.2857142857142856,1.4285714285714286,4.714285714285714,0.5714285714285714,0.0,3.755714285714286,13.857142857142858,4.285714285714286,0.2857142857142857,0<.<=10,10<.<=20
2023-07-30,KCR,9,Kenta Maeda,maedake01,0.0,4.0,6.0,1.0,2.0,8.0,1.0,0.0,3.34,19.0,17.0,1.0,10<.<=20,0.0,5.2,4.2,1.8,1.8,7.2,0.6,0.0,3.408,16.6,14.2,0.6,10<.<=20,-0.375,5.625,5.125,3.0,1.5,5.125,0.625,0.0,3.7037499999999994,14.5,5.875,0.375,0<.<=10,0<.<=10
2023-08-05,ARI,23,Kenta Maeda,maedake01,-1.0,5.0,4.0,2.0,2.0,7.0,1.0,0.0,3.42,15.0,9.0,0.0,0<.<=10,0.0,5.4,4.0,1.8,1.8,7.8,0.8,0.0,3.38,16.6,15.0,0.6,10<.<=20,-0.4444444444444444,5.555555555555555,5.0,2.888888888888889,1.5555555555555556,5.333333333333333,0.6666666666666666,0.0,3.672222222222222,14.555555555555555,6.222222222222222,0.3333333333333333,0<.<=10,20<.<=30
2023-08-10,DET,13,Kenta Maeda,maedake01,1.0,5.0,2.0,1.0,0.0,7.0,1.0,1.0,3.44,18.0,23.0,1.0,20<.<=30,0.0,5.4,3.8,1.8,1.6,7.4,0.8,0.2,3.38,16.0,14.2,0.6,10<.<=20,-0.3,5.5,4.7,2.7,1.4,5.5,0.7,0.1,3.6489999999999996,14.9,7.9,0.4,0<.<=10,10<.<=20
2023-08-16,DET,4,Kenta Maeda,maedake01,-1.0,4.0,3.0,1.0,1.0,4.0,1.0,0.0,3.55,18.0,13.0,1.0,10<.<=20,-0.2,4.4,3.6,1.4,1.0,7.0,1.0,0.2,3.4059999999999997,17.8,16.6,0.8,10<.<=20,-0.36363636363636365,5.363636363636363,4.545454545454546,2.5454545454545454,1.3636363636363635,5.363636363636363,0.7272727272727273,0.09090909090909091,3.6399999999999992,15.181818181818182,8.363636363636363,0.45454545454545453,0<.<=10,0<.<=10
2023-08-23,MIL,8,Kenta Maeda,maedake01,0.0,5.0,7.0,3.0,1.0,6.0,2.0,0.0,3.77,12.0,4.0,0.0,0<.<=10,-0.2,4.6,4.4,1.6,1.2,6.4,1.2,0.2,3.504,16.4,13.2,0.6,10<.<=20,-0.3333333333333333,5.333333333333333,4.75,2.5833333333333335,1.3333333333333333,5.416666666666667,0.8333333333333334,0.08333333333333333,3.650833333333333,14.916666666666666,8.0,0.4166666666666667,0<.<=10,0<.<=10
2023-08-28,CLE,-5,Kenta Maeda,maedake01,0.0,6.0,4.0,3.0,2.0,6.0,1.0,1.0,3.87,15.0,8.0,0.0,0<.<=10,-0.2,5.0,4.0,2.0,1.2,6.0,1.2,0.4,3.6100000000000003,15.6,11.4,0.4,10<.<=20,-0.3076923076923077,5.384615384615385,4.6923076923076925,2.6153846153846154,1.3846153846153846,5.461538461538462,0.8461538461538461,0.15384615384615385,3.667692307692307,14.923076923076923,8.0,0.38461538461538464,0<.<=10,-10<.<=0
2023-09-03,TEX,1,Kenta Maeda,maedake01,0.0,4.0,7.0,6.0,1.0,3.0,1.0,0.0,3.97,12.0,-5.0,0.0,-10<.<=0,0.0,4.8,4.6,2.8,1.0,5.2,1.2,0.4,3.7199999999999998,15.0,8.6,0.4,0<.<=10,-0.2857142857142857,5.285714285714286,4.857142857142857,2.857142857142857,1.3571428571428572,5.285714285714286,0.8571428571428571,0.14285714285714285,3.6892857142857136,14.714285714285714,7.071428571428571,0.35714285714285715,0<.<=10,0<.<=10
2023-09-09,NYM,10,Kenta Maeda,maedake01,0.0,5.0,9.0,3.0,2.0,3.0,1.0,0.0,4.08,15.0,1.0,0.0,0<.<=10,-0.2,4.8,6.0,3.2,1.4,4.4,1.2,0.2,3.8480000000000003,14.4,4.2,0.2,0<.<=10,-0.26666666666666666,5.266666666666667,5.133333333333334,2.8666666666666667,1.4,5.133333333333334,0.8666666666666667,0.13333333333333333,3.7153333333333327,14.733333333333333,6.666666666666667,0.3333333333333333,0<.<=10,0<.<=10
2023-04-12,STL,9,José Ureña,urenajo01,-1.0,5.0,7.0,4.0,3.0,1.0,2.0,0.0,14.86,8.0,-12.0,0.0,.<=-10,-1.0,5.0,7.0,4.0,3.0,1.0,2.0,0.0,14.86,8.0,-12.0,0.0,.<=-10,-1.0,5.0,7.0,4.0,3.0,1.0,2.0,0.0,14.86,8.0,-12.0,0.0,.<=-10,0<.<=10
2023-04-18,PIT,-6,José Ureña,urenajo01,0.0,4.0,5.0,3.0,1.0,6.0,2.0,0.0,10.76,15.0,9.0,0.0,0<.<=10,-0.5,4.5,6.0,3.5,2.0,3.5,2.0,0.0,12.809999999999999,11.5,-1.5,0.0,-10<.<=0,-0.5,4.5,6.0,3.5,2.0,3.5,2.0,0.0,12.809999999999999,11.5,-1.5,0.0,-10<.<=0,-10<.<=0
2023-04-23,PHI,-7,José Ureña,urenajo01,-1.0,5.0,7.0,5.0,2.0,2.0,2.0,0.0,10.28,14.0,-6.0,0.0,-10<.<=0,-0.6666666666666666,4.666666666666667,6.333333333333333,4.0,2.0,3.0,2.0,0.0,11.966666666666667,12.333333333333334,-3.0,0.0,-10<.<=0,-0.6666666666666666,4.666666666666667,6.333333333333333,4.0,2.0,3.0,2.0,0.0,11.966666666666667,12.333333333333334,-3.0,0.0,-10<.<=0,-10<.<=0
2023-04-10,LAD,13,Logan Webb,webblo01,-1.0,5.0,9.0,4.0,0.0,4.0,0.0,0.0,3.26,15.0,-1.0,0.0,-10<.<=0,-1.0,5.0,9.0,4.0,0.0,4.0,0.0,0.0,3.26,15.0,-1.0,0.0,-10<.<=0,-1.0,5.0,9.0,4.0,0.0,4.0,0.0,0.0,3.26,15.0,-1.0,0.0,-10<.<=0,10<.<=20
2023-04-17,MIA,6,Logan Webb,webblo01,-1.0,4.0,5.0,1.0,1.0,6.0,2.0,0.0,4.26,18.0,13.0,1.0,10<.<=20,-1.0,4.5,7.0,2.5,0.5,5.0,1.0,0.0,3.76,16.5,6.0,0.5,0<.<=10,-1.0,4.5,7.0,2.5,0.5,5.0,1.0,0.0,3.76,16.5,6.0,0.5,0<.<=10,0<.<=10
2023-04-22,NYM,22,Logan Webb,webblo01,-1.0,6.0,8.0,4.0,0.0,6.0,1.0,1.0,4.14,20.0,6.0,0.0,0<.<=10,-1.0,5.0,7.333333333333333,3.0,0.3333333333333333,5.333333333333333,1.0,0.3333333333333333,3.8866666666666667,17.666666666666668,6.0,0.3333333333333333,0<.<=10,-1.0,5.0,7.333333333333333,3.0,0.3333333333333333,5.333333333333333,1.0,0.3333333333333333,3.8866666666666667,17.666666666666668,6.0,0.3333333333333333,0<.<=10,20<.<=30
2023-04-27,STL,12,Logan Webb,webblo01,1.0,4.0,5.0,2.0,1.0,8.0,1.0,0.0,3.94,21.0,22.0,1.0,20<.<=30,-0.5,4.75,6.75,2.75,0.5,6.0,1.0,0.25,3.9,18.5,10.0,0.5,0<.<=10,-0.5,4.75,6.75,2.75,0.5,6.0,1.0,0.25,3.9,18.5,10.0,0.5,0<.<=10,10<.<=20
2023-05-03,HOU,20,Logan Webb,webblo01,-1.0,4.0,7.0,2.0,1.0,7.0,1.0,0.0,3.87,20.0,12.0,1.0,10<.<=20,-0.6,4.6,6.8,2.6,0.6,6.2,1.0,0.2,3.8939999999999997,18.8,10.4,0.6,10<.<=20,-0.6,4.6,6.8,2.6,0.6,6.2,1.0,0.2,3.8939999999999997,18.8,10.4,0.6,10<.<=20,10<.<=20
2023-05-09,WSN,19,Logan Webb,webblo01,1.0,5.0,5.0,2.0,2.0,5.0,1.0,0.0,3.97,23.0,20.0,1.0,10<.<=20,-0.2,4.6,6.0,2.2,1.0,6.4,1.2,0.2,4.036,20.4,14.6,0.8,10<.<=20,-0.3333333333333333,4.666666666666667,6.5,2.5,0.8333333333333334,6.0,1.0,0.16666666666666666,3.9066666666666663,19.5,12.0,0.6666666666666666,10<.<=20,10<.<=20
2023-05-14,ARI,15,Logan Webb,webblo01,1.0,5.0,9.0,1.0,1.0,7.0,0.0,0.0,3.66,21.0,19.0,1.0,10<.<=20,0.2,4.8,6.8,2.2,1.0,6.6,0.8,0.2,3.9159999999999995,21.0,15.8,0.8,10<.<=20,-0.14285714285714285,4.714285714285714,6.857142857142857,2.2857142857142856,0.8571428571428571,6.142857142857143,0.8571428571428571,0.14285714285714285,3.871428571428571,19.714285714285715,13.0,0.7142857142857143,10<.<=20,10<.<=20
2023-05-20,MIA,19,Logan Webb,webblo01,0.0,4.0,3.0,1.0,3.0,3.0,0.0,1.0,3.71,21.0,15.0,1.0,10<.<=20,0.4,4.4,5.8,1.6,1.6,6.0,0.6,0.2,3.8300000000000005,21.2,17.6,1.0,10<.<=20,-0.125,4.625,6.375,2.125,1.125,5.75,0.75,0.25,3.8512500000000003,19.875,13.25,0.75,10<.<=20,10<.<=20
